Country,1835.0,1836.0,1837.0,1838.0,1839.0,1840.0,1841.0,1842.0,1843.0,1844.0,1845.0,1846.0,1847.0,1848.0,1849.0,1850.0,1851.0,1852.0,1853.0,1854.0,1855.0,1856.0,1857.0,1858.0,1859.0,1860.0,1861.0,1862.0,1863.0,1864.0,1865.0,1866.0,1867.0,1868.0,1869.0,1870.0,1871.0,1872.0,1873.0,1874.0,1875.0,1876.0,1877.0,1878.0,1879.0,1880.0,1881.0,1882.0,1883.0,1884.0,1885.0,1886.0,1887.0,1888.0,1889.0,1890.0,1891.0,1892.0,1893.0,1894.0,1895.0,1896.0,1897.0,1898.0,1899.0,1900.0,1901.0,1902.0,1903.0,1904.0,1905.0,1906.0,1907.0,1908.0,1909.0,1910.0,1911.0,1912.0,1913.0,1914.0,1915.0,1916.0,1917.0,1918.0,1919.0,1920.0,1921.0,1922.0,1923.0,1924.0,1925.0,1926.0,1927.0,1928.0,1929.0,1930.0,1931.0,1932.0,1933.0,1934.0,1935.0,1936.0,1937.0,1938.0,1939.0,1940.0,1941.0,1942.0,1943.0,1944.0,1945.0,1946.0,1947.0,1948.0,1949.0,1950.0,1951.0,1952.0,1953.0,1954.0,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,063","34,063","34,063","34,063","34,063",0,0,0,0,0,0,0,0,0,0,0,386,270,289,179,135,86,66,24,20,20,20,30,30,30,30,30,70,80,60,0,10,0,0,0,0,0,100,600,"1,100","9,000","9,300","1,000","1,400","10,700",100,"13,500","29,135","8,043","9,989","5,327",509,"33,178","64,538","21,622","9,309","9,114","33,545","28,145","21,270","9,742","23,858","29,669","34,439","20,382","20,038","14,148","40,314","60,033","23,999","23,734","73,645","97,460","41,926","31,979","11,461","20,875","7,745","8,607","9,771","7,275","3,342","5,172","3,747","2,473","2,109","2,385","3,445","5,440","6,310","4,293","6,718","18,223","25,916","24,087","13,410","17,516","52,412","39,801","42,290","36,837","20,219","21,292","21,000","21,000",0,0,0,0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,294,87,471,"9,392","10,544","12,007","13,304","13,304","15,285","1,896",387,643,352,"1,011","1,036",750,"1,909",0,0,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,932,932,932,932,0,0,0,0,0,0,0,0,0,0,0,38,2,112,86,60,36,15,6,10,20,20,10,20,10,10,10,0,130,0,0,0,0,0,0,0,0,668,"1,336","2,004","2,672","4,800",700,100,0,0,0,"1,930","3,320","1,520","2,460","1,120","6,330","3,820","5,010","1,210",890,900,"1,000","3,000","3,300","1,372","3,400","23,000","15,000","5,200","6,700","7,600","3,000","2,200","2,300","2,600",0,0,0,0,"25,000","21,568","25,000","31,745","3,847","13,946","5,138",774,"7,112","7,690","1,277",661,728,707,"1,189","4,221","73,176","38,004","36,948","12,642","22,274","90,521","54,237","36,487","34,158","50,726","50,202","47,793","38,805",0,0,0,0,0,0,0,0,0,0,0,0
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,644","8,644","8,644","8,644","8,644",0,0,0,0,0,0,0,0,0,0,0,106,264,0,0,0,0,0,0,0,0,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,475","8,950","13,425","17,900","22,375","26,850","31,325","35,800","33,900","56,700","57,100","55,000","74,500","106,100","128,200","129,200","179,800","271,600","683,700","718,800","771,800","779,300","672,130","759,730","849,763","776,393","641,290","583,662","686,847","828,117","794,164","666,294","631,298","725,784","678,567","234,453","175,949","155,914","228,704","142,132","120,000","203,097","279,086","325,000","469,302","234,688","314,753","291,090","81,242","162,346","256,615","298,380","416,361","505,125","622,702","369,977","399,595","417,515","471,736","546,632","511,176","489,955","499,303","649,233","529,872","400,000","447,237","406,800","450,000",0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,000","19,800","19,033","27,093","40,591","40,526","47,300","12,274","9,469","7,513","11,421","15,512","11,295","16,836","45,582","58,035","54,082","24,453","24,689","63,026","47,831","50,705","40,035","28,935","43,126","37,855","37,788",0,0,0,0,0,0,0,0,0,0,0,0
Other ECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,617","24,555","31,862","34,600","34,467","32,072","18,046","12,288","10,410","10,060","11,040","10,150","11,190","13,080","20,160","23,060","12,970","5,010","3,360","5,040",430,"2,900","10,700",100,767,"1,433","2,100",100,"1,300","7,200","18,600","14,900","24,800","44,100","43,700","54,900","50,900","12,400","17,130","20,650","14,350","16,770","22,013","28,371","33,697","32,877","32,981","48,990","52,377","43,468","40,814","54,432","64,000","46,153","46,249","56,190","27,991","41,183","61,233","69,863","85,551","99,380","105,047","97,367","114,788","69,593","37,236","114,760","159,833","190,914","196,386","226,804","238,360","199,780","200,426","240,167","254,356","264,736","279,747","318,539","331,606","374,922","406,096","425,168","435,671","505,860","583,942","555,341","571,117","585,282","605,449","602,290","600,000","600,000",0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,"2,251",699,"1,624","2,210","2,009","3,389","3,103","2,468","2,722","3,759","8,572","5,539","6,350","6,370","7,197","4,128","4,073","3,025","2,728","3,314","1,467",40,0,"2,426","1,108",402,240,34,0,0,"2,355","2,223","1,893",0,"2,415",960,"1,927",0,"1,227",332,"3,907",635,"3,499","2,039","2,999","1,256","3,426","1,444","1,356","1,764",798,0,0,966,"2,238","1,888","1,620","3,785",964,"1,004",824,557,499,515,524,538,596,494,554,698,699,682,454,405,302,187,173,416,470,206,266,349,370,397,407,346,347,369,70,38,67,110,129,136,156,226,187,120,29,14,0,3,0,2,15,86,199,120,208,363,35,184,242,221,152,223,236,273,446,373,404,534,681,663,861,"1,388","2,074","1,953","2,403","2,530","3,005","4,310","5,294","6,925","8,098","7,802","8,481","6,874","7,492","8,992","7,334","9,646","13,119","12,794","7,667","8,146","9,737","10,453","8,999","8,703","7,832","8,341","14,057","20,256","13,589","25,622","24,255","19,607","12,774","14,501","17,132","18,750","22,149","27,176","34,352","53,093","62,253","64,415","67,091","84,698","83,002","86,143","92,083","87,394","97,948","179,895",0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,672,672,672,672,0,0,0,0,0,0,0,0,0,0,0,"1,095","1,169",907,890,977,933,631,447,520,680,750,890,"1,000",900,480,630,460,600,"1,000",580,940,700,"1,300","1,200","1,300","1,700","1,300","1,200",900,500,"1,100","1,100","1,300",700,600,"1,000","1,000",822,"1,018",979,"1,069","1,228",857,"1,209","1,378","1,364","1,391","1,801","2,078","2,482","2,383","1,776","1,731","1,611","1,677","1,850","2,288","3,369","2,502","3,233","3,852","2,846","1,793","2,197","6,798","7,978","11,328","8,506","19,003","32,689","25,513","21,318","22,409","28,164","40,778","40,789","40,192","40,227","47,159","37,965","35,097","35,894","42,378","40,949","33,344","35,059","27,287","27,331","40,892","40,724","34,490","37,212","39,564","41,784",0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,113","4,113","4,113","4,113","4,113",0,0,0,0,0,0,0,0,0,0,0,"3,104","3,814","5,152","5,429","6,086","5,083","4,215","3,180","2,470","2,420","2,350","2,100","2,330","2,040","2,050","2,290","1,920","2,080","1,330","1,360","2,320","4,300","3,000","3,000","3,300","3,600","4,300","4,900","5,600","6,100","6,200","7,100","7,700","8,800","8,900","9,500","10,851","11,033","11,198","13,732","15,831","16,662","17,087","12,916","27,025","28,538","32,591","37,392","52,540","49,222","60,413","69,258","95,898","104,670","100,918","110,059","120,381","121,810","122,451","162,442","138,614","133,620","133,469","135,793","147,337","144,199","141,235","140,965","154,624","155,314","147,728","169,842","178,381","203,032","219,491","235,757","238,815","243,746","269,710","266,845","280,873","304,358","311,784","319,996","328,224","350,059","358,376","376,808","372,716","384,925","413,439","415,683","418,681","421,811","420,000",0,0,0,0,0,0,0,0,0,0,0
United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,071","36,764","37,449","36,022","26,631","19,659","18,671","16,317","17,154","18,164","19,724","21,302","31,688","11,654","17,036","17,793","17,479","17,615","17,169","19,114","20,053","20,568","21,185","12,313","11,559","15,526","16,393","11,786","13,342","14,179","16,609","19,001","21,215","21,847","21,537","25,125","28,993","29,145","30,923","37,335","27,267","21,972","25,148","28,179","21,408","20,280","19,239","12,619","7,434",0,0,0,0,0,290,184,103,192,79,172,81,127,"5,180","14,190","10,400","13,680","14,370","12,980","14,800","13,640","6,250","3,880","15,850","30,630","10,150","19,000","8,600","11,000","12,000","17,600","19,800","20,200","22,600","24,000","26,900","29,400","31,900","33,900","37,100","40,200","45,562","38,395","38,182","41,282","40,393","51,229","54,910","65,598","72,517","91,182","113,631","153,100","192,092","179,659","163,398","194,790","234,615","328,783","326,922","367,990","414,791","441,710","475,846","519,838","496,653","377,925","311,259","288,549","273,420","241,773","223,136","258,243","235,809","261,812","275,331","347,244","445,150","400,425","407,234","447,940","468,794","552,140","608,245","641,477","712,919","782,423","845,234","831,788","926,883","938,418","1,015,121","1,166,946","1,096,584","1,074,631","1,103,651","1,115,727","1,300,000","1,151,043","1,230,000",0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,214","65,018","54,413","54,683","51,104","68,770","51,104","62,863","80,699","57,016","75,428","107,345","81,962","105,621","85,605","32,352","51,869","69,408","53,569","65,306","58,748","52,324","55,899","45,925","45,377","44,947","30,928","37,048","37,147","42,562","57,161","58,547","56,649","53,747","52,669","44,293","45,732","40,207","27,463","17,739","11,558","7,330","4,825","3,606","5,268",519,"4,194","4,054","4,052","4,349","3,938","4,554","4,562","4,138","3,927","2,415","1,130",960,632,717,758,"1,165","1,062",875,706,227,338,33,234,289,651,373,223,22,129,282,33,16,11,14,16,46,"6,948","1,764",50,276,112,36,14,722,1,54,112,155,136,74,72,0,0,8,3,190,359,"17,887","4,043",626,80,0,0,0,0,4,6,41,160,929,"2,061","28,932","23,346","5,051","4,393","7,526","8,669","9,645","5,910","6,514",237,242,293,254,218,354,400,"11,336","28,765","6,736",713,869,376,524,"10,845","80,458","2,783",0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68,891","68,891","68,891","68,891",0,0,0,0,0,0,0,0,0,0,0,"27,532","32,838","24,786","8,635","24,732","16,124","6,998","5,229","7,520","6,510","6,770","6,870","7,700","13,120","7,270","4,980","6,060","4,090","5,850","6,460","13,100","16,800","16,000","10,700","3,200","4,400","9,900","4,900","2,800","3,500","1,800","2,100","1,500","1,400","1,700","1,800","1,626",717,668,550,369,635,"1,702","2,932",989,"1,628","1,799","3,125","4,593","4,800","4,375","5,947","6,459","8,864","9,682","5,948","4,462","4,417","4,072","2,219","5,253","8,213","5,009","6,672","9,347","9,200","8,423","6,275","12,530","22,625","27,907","23,383","25,252","24,145","28,449","31,248","29,871","26,554","29,329","39,157","40,938","50,923","60,875","57,912","59,209","74,603","76,865","78,558","71,284","81,229","81,791","92,138","90,000","90,000",0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,182,227,355,233,0,0,0,0,0,0,0,0,0,0,0,0,86,83,60,108,132,115,52,24,6,11,10,20,30,40,40,28,10,17,37,10,79,108,133,54,0,0,0,0,0,92,109,93,0,0,53,0,40,20,10,10,5,6,5,10,6,7,0,3,0,1,3,"2,232","12,200","4,576","1,300","4,050","8,198",172,55,49,69,52,125,145,55,49,91,283,165,183,195,417,476,"2,362","2,373","1,812",663,484,339,412,"1,462","6,298","6,203","3,881","3,021","2,425","5,037","1,369","2,182","1,701","2,409","2,792","2,213","3,059",0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,624","9,624","9,624","9,624","9,624",0,0,0,0,0,0,0,0,0,0,0,"5,162","4,966","3,911","4,186","4,460",53,"2,810","2,669","2,660","4,030","2,960","2,480","2,850","1,700","2,050","2,210","1,800",910,"1,650","2,270","2,400","3,400","2,700",100,200,600,"3,200","1,300","1,400","1,000",800,"2,300","1,000",700,500,800,560,703,786,"1,136",513,571,808,856,728,903,"1,807","2,709","2,664","3,251","2,561","3,701","2,961","3,838","7,248","8,723","10,637","5,317",193,107,232,964,"3,722","6,591","13,026","19,707","12,272","11,929","12,826","21,677","4,849","7,339","11,940","11,423","13,696","16,417","22,568","34,397","22,692","22,424","27,104","33,611","38,448","48,001","38,578","43,974","45,389","44,034","53,685","54,308","55,920","68,148","71,949","79,763",0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,394","12,394","12,394",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,642","4,583","2,189","2,455","2,205","3,639","2,344",347,690,150,140,170,200,195,190,250,20,30,20,20,20,300,300,200,100,400,700,400,200,100,100,200,100,0,0,100,36,0,2,17,9,0,0,0,5,2,1,1,1,1,17,9,106,187,369,392,400,175,66,135,285,282,501,253,243,437,"1,254","2,268","2,010","2,885","4,586","8,435","9,286","8,400","6,751","7,851","8,150","2,288","5,114","2,968","2,317","2,246","2,116","2,408","3,429","6,801","7,569","3,685","2,964","6,246","3,012","3,078","3,120","3,366",0,0,0,0,0,0,0,0,0,0,0,0
Other LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,914","40,914","40,914","40,914","40,914",0,0,0,0,0,0,0,0,0,0,0,"40,005","31,378","27,686","26,749","23,599","19,090","16,131","13,714","11,470","12,740","13,500","13,780","13,430","13,024","13,625","12,196","12,133","6,455","5,530","7,816","7,442","10,241","12,494","10,723","13,178","14,771","20,318","10,367","22,384","23,197","24,077","25,291","22,754","21,252","18,883","7,850","7,204","7,133","8,505","9,355","10,425","13,954","11,629","16,796","15,077","18,774","16,543","17,484","18,886","20,209","21,769","30,580","34,592","40,523","34,751","46,328","48,844","45,919","29,205","33,556","33,860","33,393","36,760","34,310","30,071","33,723","42,681","43,939","48,490","63,409","56,803","56,839","60,667","55,553","62,362","89,051","85,630","69,171","85,805","93,815","111,268","132,814","151,325","162,769","140,619","134,109","135,301","138,215","126,725","127,237","92,044","92,384","95,000","95,000",0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,"31,961","39,439","42,703","43,921","41,670","42,751","30,918","17,863","11,882","17,877","14,156","24,506","33,355","25,530","26,611","25,179","28,795","32,104","37,887","45,306","37,490","38,793","35,842","37,470","40,868","36,116","25,805","27,892","33,342","35,879","39,907","29,494","36,238","30,481","38,769","39,381","24,904","17,886","39,519","31,251","15,471","13,346","12,394","11,153","12,469","10,772","8,893","6,075","3,546","5,360","4,341","3,021","2,482","2,567","1,958","2,191","1,532","1,522","1,675","1,768","1,735","1,513","1,617","2,551","2,551","2,551","2,551","2,171","1,790","1,523",955,773,"1,195","11,080",850,"1,860","1,860","1,359","1,715","1,839","1,352","1,750","2,362","2,485","2,426","2,226","6,633","5,203","2,537","4,536","2,098","2,238","2,200","1,940","1,660",300,0,0,200,600,"1,000","1,100","2,050","3,100","25,300","43,600","47,200","7,180","10,160","65,000","9,100","4,500","22,500","40,900","61,200",0,0,0,0,0,0,239,354,24,43,20,19,0,59,57,24,0,1,1,0,12,0,11,2,0,0,0,0,0,2,13,21,17,72,30,16,19,"5,479",304,763,"6,090","7,935",8,255,899,749,"2,933","2,476","1,690","2,390","3,757","5,562","7,473","8,485","11,282","9,869","10,000",0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,409","4,409","4,409","4,409","4,409",0,0,0,0,0,0,0,0,"30,590","25,840","18,770","25,320","28,759","26,469","15,480","23,438","27,133","27,182","16,490","12,210","9,070","5,590","4,370","4,040","3,860","4,630","4,140","4,480","8,110","23,650","49,390","49,390","31,900","21,700","15,600","19,400","11,600","4,200","8,500","3,700","2,800","2,900","2,400","1,600","1,500",100,0,866,339,490,415,354,173,166,479,318,313,204,157,193,181,213,190,221,218,175,61,116,73,29,72,119,87,132,157,621,485,295,291,333,"9,677","14,393","22,577","9,367",839,"5,877","1,133","1,151","4,137","8,273","4,324","6,821","1,607","2,154","2,614","2,945","2,554","9,128","8,798","5,603","3,025","1,828","2,115","10,302","10,000",0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,428,428,428,428,0,0,0,0,0,0,0,0,0,0,0,219,104,237,258,234,217,180,119,160,210,240,250,220,250,180,190,190,40,10,10,30,300,300,100,100,100,100,100,200,200,300,300,300,400,400,300,290,290,420,"6,595","6,454",303,407,486,453,634,766,420,456,"5,324","7,161",512,632,649,618,768,922,"1,248","1,615","2,958","1,078",928,663,881,686,696,620,610,697,888,"4,377","16,505","19,696","11,383","11,003","7,769","4,321","5,325","6,759","1,622","10,458","8,772","1,855","1,811","2,034","1,605","2,156","2,572","2,399","2,161","2,912","2,691","2,382","2,500",0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0,70,84,141,590,98,131,168,332,55,0,165,193,195,220,106,238,220,165,194,208,99,132,95,226,201,183,297,296,314,443,354,433,553,585,660,722,510,500,410,530,570,530,514,498,481,465,449,433,416,400,300,"1,000",400,500,"6,200",600,300,100,700,"5,000",500,500,400,300,218,156,168,100,55,46,0,3,18,8,20,46,108,61,15,35,37,22,6,0,92,60,43,6,10,10,7,10,40,49,39,91,147,126,60,97,127,86,92,72,69,70,79,81,68,50,45,49,49,80,104,93,75,210,133,149,150,150,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,8,5,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,5,1,2,2,1,8,0,0,0,21,4,10,7,0,0,0,0,0,0,0,41,0,11,34,407,27,9,7,30,54,35,28,164,174,209,169,216,160,185,144,921,"1,351","1,573","1,219","1,451","1,067","1,702","1,810","2,192","1,957","2,741","2,208","2,036","2,412","2,666",0,0,0,0,0,0,0,0,0,0,0,0
Other AME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,003","42,003","42,003","42,003","42,003",0,0,0,0,0,0,0,0,0,0,0,"61,820","72,014","66,604","62,710","70,076","65,115","53,145","55,334","57,580","53,070","69,850","102,730","102,620","113,460","68,480","66,050","55,330","41,840","43,730","55,720","91,310","103,300","100,300","83,100","87,000","125,000","163,800","195,400","233,700","285,900","215,940","264,300","241,500","194,100","197,300","221,000","206,397","179,910","185,407","198,004","205,495","217,910","208,585","204,543","195,680","177,651","142,662","131,369","121,866","113,472","109,728","100,076","97,591","83,821","72,007","82,078","92,443","102,419","108,121","115,077","108,918","92,408","72,468","77,177","84,313","79,642","84,431","125,786","93,495","92,091","89,951","83,352","131,011","132,339","94,342","102,673","139,781","149,100","157,827","169,504","195,041","244,165","257,774","292,273","224,694","271,011","288,620","328,485","337,390","371,595","206,724","149,385","150,000","150,000",0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,754","2,018",956,992,641,446,317,682,"1,000","1,250","1,090",310,340,60,100,60,100,60,100,110,150,0,0,100,"1,500",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,150,195,61,76,49,157,367,155,712,"4,355","33,578","46,227","43,658","34,571","29,220","30,224","41,404","44,105","53,971","115,507","148,240","164,861","172,881","286,040","365,535","394,282","377,541","383,431","552,088","638,142","749,370","687,060","610,000",0,0,0,0,0,0,0,0,0,0,0
Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,160,140,160,160,200,180,120,40,0,0,0,0,100,300,200,300,400,500,400,300,200,250,300,500,300,400,400,500,515,552,503,605,539,746,742,788,"1,055","1,178","1,311","1,845","1,414","1,287","1,844","2,002","2,355","2,931","2,695","3,298","3,669","3,501","3,716","3,990","4,146","4,569","4,272","4,936","4,814","4,618","4,880","4,960","5,620","5,699","10,583","34,095","20,785","10,292","10,135","10,798","10,925","11,200","13,440","15,124","18,336","23,357","30,327","34,837","39,984","48,197","50,525","50,122","52,514","63,390","62,935","60,853","51,984",0,0,0,0,0,0,0,0,0,0,0,0
